date,Harold Lloyd,Charles Chaplin,Jacques Tati,Buster Keaton,Luis Bunuel,Fritz Lang,Wong Kar-wai,Wes Anderson,Agatha Christie,Satoshi Kon,Edward Yang,Billy Wilder,Woody Allen,Quentin Tarantino,Akira Kurosawa,Francois Truffaut,Jean-Luc Godard,Aki Kaurismaki,Hongchou Li
2023-04-07,0,0,0,7,10,1,27,45,18,52,24,7,22,84,20,13,28,4,3
2023-04-08,0,0,0,4,6,3,35,29,8,31,25,16,23,54,32,8,29,5,0
2023-04-09,0,0,0,4,5,2,32,34,19,32,23,6,28,34,30,14,27,4,3
2023-04-10,0,0,0,4,7,3,18,35,18,19,23,10,24,35,34,3,23,2,0
2023-04-11,0,0,0,8,11,4,24,69,9,0,29,8,28,33,25,17,26,18,2
2023-04-12,0,0,0,9,11,2,25,31,9,34,0,11,28,35,21,9,16,12,1
2023-04-13,0,0,0,4,13,4,35,59,9,27,59,13,25,35,32,18,25,35,4
2023-04-14,0,0,0,4,6,5,31,28,6,13,33,6,19,46,29,8,12,16,1
2023-04-15,0,0,0,8,4,3,30,35,9,20,35,9,0,0,22,15,19,10,2
2023-04-16,0,0,0,4,10,3,0,0,22,0,27,5,35,63,0,7,13,14,3
2023-04-17,0,0,0,5,5,0,34,58,13,35,24,6,20,27,35,4,16,11,0
2023-04-18,0,0,0,0,4,2,23,17,12,15,15,7,20,35,21,12,26,6,3
2023-04-19,0,0,0,6,4,3,22,35,16,18,35,11,16,0,21,13,18,10,0
2023-04-20,0,0,0,7,11,0,24,20,13,18,25,15,24,65,17,4,10,10,1
2023-04-21,0,0,0,7,15,5,31,26,13,24,26,8,17,35,23,11,16,15,0
2023-04-22,0,0,0,3,6,3,24,20,13,25,22,16,25,0,21,11,18,13,3
2023-04-23,0,0,0,4,6,7,23,32,17,11,0,16,23,69,16,11,11,12,1
2023-04-24,0,0,0,2,7,3,20,21,15,18,34,13,0,27,24,11,10,5,1
2023-04-25,0,0,0,10,4,1,28,29,14,0,26,11,35,26,16,7,13,6,2
2023-04-26,0,0,0,10,6,2,14,29,13,35,20,16,21,27,31,9,16,6,2
2023-04-27,0,0,0,10,4,4,26,35,19,19,33,12,21,18,25,6,14,5,1
2023-04-28,0,0,0,5,4,2,28,35,16,19,28,11,21,35,21,14,21,6,0
2023-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-01,0,0,0,22,74,6,87,0,40,53,70,27,99,0,89,33,55,11,8
2023-05-02,0,80,72,4,41,2,21,60,19,30,21,15,25,41,20,10,21,71,6
2023-05-03,0,0,0,73,39,0,35,0,16,41,26,39,32,46,38,12,14,74,6
2023-05-04,1,7,2,85,56,53,47,0,12,81,71,44,56,37,70,39,12,30,2
2023-05-05,0,1,1,1,2,1,1,9,1,3,2,1,55,4,1,1,1,23,1
2023-05-06,8,10,1,3,3,3,21,33,10,14,32,5,26,32,13,7,13,6,1
2023-05-07,34,8,1,7,7,3,57,66,17,24,41,9,35,34,15,41,32,35,4
2023-05-08,77,9,4,2,6,2,24,89,18,42,28,9,23,29,18,6,20,13,4
2023-05-09,1,3,2,49,4,9,29,0,6,17,28,9,23,39,21,23,21,7,1
2023-05-10,1,7,1,6,9,9,20,75,14,6,23,6,49,25,15,8,19,17,5
2023-05-11,1,6,3,6,3,2,27,99,12,17,28,7,73,27,12,10,16,49,1
2023-05-12,67,5,4,4,4,2,11,0,15,25,45,7,20,27,10,8,18,9,2
2023-05-13,1,2,20,9,5,3,37,58,16,67,21,12,66,58,25,6,29,35,3
2023-05-14,2,37,1,5,5,2,20,55,16,16,23,31,23,31,22,59,42,28,3
2023-05-15,9,2,3,3,9,18,22,69,10,53,30,17,19,42,22,14,12,92,2
2023-05-16,26,4,2,2,41,1,18,47,23,10,12,5,14,35,16,12,21,9,3
2023-05-17,1,6,6,6,3,3,19,33,14,30,36,28,20,27,18,13,15,10,1
2023-05-18,1,1,2,4,9,2,16,41,9,26,20,40,19,32,44,8,13,13,2
2023-05-19,37,6,2,4,4,3,19,47,15,18,16,9,28,33,13,7,7,14,5
2023-05-20,1,12,8,7,8,29,32,54,12,16,17,9,47,34,19,10,27,15,1
2023-05-21,1,9,2,10,2,3,15,48,50,46,29,10,26,23,22,10,14,9,35
2023-05-22,1,5,5,6,7,5,43,65,10,20,21,11,24,32,21,12,17,10,2
2023-05-23,33,9,4,14,5,3,36,37,13,14,14,8,12,34,17,38,50,27,1
2023-05-24,35,6,4,16,8,23,32,35,13,20,27,14,43,46,22,19,33,71,2
2023-05-25,1,6,1,28,13,5,56,84,8,9,25,10,16,31,16,6,27,31,5
2023-05-26,2,8,1,8,4,1,21,40,14,16,22,9,33,28,27,15,20,29,3
2023-05-27,1,4,4,27,49,1,22,33,10,21,17,7,21,30,22,26,29,55,36
2023-05-28,0,8,7,4,10,35,28,50,15,21,21,13,24,40,27,22,21,89,5
2023-05-29,31,5,2,2,6,2,31,41,12,21,34,8,25,57,22,7,23,34,4
2023-05-30,34,5,3,5,7,31,21,34,32,10,53,79,14,33,51,16,28,16,2
2023-05-31,26,7,39,38,13,36,21,54,19,16,43,15,27,85,25,10,16,18,2
2023-06-01,33,9,6,3,38,4,17,63,14,19,16,6,12,32,25,14,38,18,5
2023-06-02,1,8,34,35,27,34,27,30,10,34,21,11,27,26,88,9,29,6,32
2023-06-03,2,3,2,2,16,2,25,14,13,36,22,9,22,39,19,7,34,10,3
2023-06-04,21,7,3,8,31,1,25,35,15,19,27,8,54,39,15,8,19,6,3
2023-06-05,0,7,40,67,6,3,22,72,17,69,34,10,21,29,20,9,15,30,3
2023-06-06,0,8,5,17,12,6,60,47,21,41,50,9,37,59,65,17,35,25,2
2023-06-07,0,14,1,0,4,3,28,17,10,13,19,17,22,26,9,7,14,7,1
2023-06-08,60,5,2,67,37,1,6,32,2,10,3,6,25,13,48,61,9,4,3
2023-06-09,37,10,4,22,5,3,46,38,17,25,42,13,23,36,17,5,24,12,5
2023-06-10,1,3,3,4,2,3,24,26,15,72,15,40,16,18,23,40,21,10,3
2023-06-11,28,4,3,5,10,35,16,23,15,27,31,10,27,38,46,28,26,14,3
2023-06-12,37,12,3,9,33,8,57,65,17,18,22,6,22,25,25,9,13,8,4
2023-06-13,1,5,3,4,7,2,22,27,11,11,16,7,15,37,11,13,21,4,3
2023-06-14,1,8,4,6,2,4,23,42,6,13,28,9,24,32,7,6,24,7,35
2023-06-15,33,2,1,4,3,1,31,23,50,19,47,10,21,21,12,8,21,25,9
2023-06-16,1,9,1,5,10,32,18,22,14,14,28,21,11,33,23,9,25,5,1
2023-06-17,0,31,1,5,1,36,17,22,11,11,25,8,69,24,34,7,19,4,8
2023-06-18,1,8,34,7,8,2,13,34,18,20,33,6,51,25,17,11,31,13,4
2023-06-19,81,7,4,7,7,44,32,15,10,11,30,6,30,23,19,9,16,11,1
2023-06-20,27,3,4,4,9,7,10,18,7,12,22,9,16,13,44,5,16,7,1
2023-06-21,1,6,2,3,3,2,30,26,7,16,15,5,17,19,18,11,15,6,3
2023-06-22,2,70,6,9,4,4,17,32,9,15,18,22,38,30,14,17,14,8,30
2023-06-23,22,9,2,6,5,1,45,35,21,21,18,11,28,28,19,6,17,11,1
2023-06-24,31,9,2,6,1,16,18,30,18,15,28,9,27,37,15,6,14,8,1
2023-06-25,1,9,4,8,5,2,21,34,14,20,18,12,35,33,17,16,24,8,1
2023-06-26,57,8,2,10,8,5,25,34,17,11,22,16,16,27,21,12,14,5,2
2023-06-27,2,12,8,14,4,1,18,20,18,13,23,10,19,25,12,57,15,7,32
2023-06-28,2,5,2,11,5,3,18,25,52,18,28,7,18,27,19,9,12,11,2
2023-06-29,13,7,6,39,7,5,20,27,16,45,28,9,19,30,17,11,20,8,1
2023-06-30,1,7,4,6,8,57,38,23,18,17,68,20,21,21,12,12,7,5,35
2023-07-01,3,4,5,6,41,3,20,50,16,13,28,13,19,25,18,15,16,9,1
2023-07-02,1,12,3,5,13,1,17,21,21,16,29,14,24,34,25,13,19,9,3
2023-07-03,2,4,3,5,2,2,25,31,19,23,32,19,27,33,17,9,21,2,9
2023-07-04,8,12,5,11,5,1,24,27,14,13,22,10,46,23,15,11,20,8,1
2023-07-05,4,6,7,23,8,2,23,33,11,40,18,11,32,33,24,14,17,11,1
2023-07-06,22,67,5,17,34,20,19,29,16,18,18,7,30,21,53,11,10,10,2
2023-07-07,1,14,2,10,15,34,16,44,16,14,18,6,23,16,11,11,14,8,1
2023-07-08,1,5,4,9,3,2,26,16,11,18,20,7,21,27,17,11,15,3,2
2023-07-09,1,6,4,6,9,2,33,22,17,32,72,14,24,39,18,15,24,9,2
2023-07-10,2,11,1,9,35,8,28,42,35,25,21,20,25,33,24,8,25,3,4
2023-07-11,35,6,1,11,23,1,19,29,24,14,24,11,34,33,23,6,19,6,37
2023-07-12,1,6,2,5,4,2,65,62,27,51,23,11,30,23,27,5,21,4,1
2023-07-13,1,10,4,7,4,6,22,44,33,17,18,13,27,28,21,17,18,6,1
2023-07-14,22,23,3,23,8,3,35,35,14,12,27,10,29,31,20,10,17,2,1
2023-07-15,54,13,1,7,13,3,26,39,57,21,23,11,16,26,22,11,43,6,29
2023-07-16,4,12,2,9,6,3,19,20,21,30,26,30,23,34,26,14,27,6,3
2023-07-17,2,8,2,8,8,2,31,51,28,28,24,17,25,36,11,14,15,40,1
2023-07-18,2,5,1,10,8,1,49,43,13,25,22,25,25,34,45,4,15,1,1
2023-07-19,64,10,1,10,5,1,29,47,21,26,21,17,27,36,22,11,9,5,3
2023-07-20,1,35,5,12,6,3,23,37,18,25,21,18,21,35,25,7,16,3,1
2023-07-21,16,5,2,6,10,2,29,27,17,17,23,7,18,33,14,4,16,37,1
2023-07-22,30,3,3,4,55,1,30,54,22,26,18,14,29,25,13,14,17,12,2
2023-07-23,1,12,4,9,16,3,49,44,15,39,23,47,69,40,19,12,10,8,2
2023-07-24,1,18,4,14,3,14,30,60,22,22,22,22,29,43,25,7,14,8,3
2023-07-25,1,6,4,4,7,2,23,21,23,12,26,12,26,45,17,12,15,7,1
2023-07-26,1,8,8,5,6,3,50,32,21,20,21,13,21,40,14,8,10,4,2
2023-07-27,1,10,2,8,6,3,23,71,18,21,22,15,22,31,49,6,10,9,1
2023-07-28,1,4,2,32,6,31,23,48,14,18,27,11,22,36,21,8,14,12,1
2023-07-29,21,6,4,31,45,22,26,52,24,18,27,12,40,40,26,11,27,33,2
2023-07-30,3,6,1,29,43,31,26,51,23,27,36,30,34,53,54,12,16,12,1
2023-07-31,1,8,3,37,14,5,28,44,27,11,35,18,44,37,69,11,16,6,2
2023-08-01,2,5,5,3,7,1,25,28,17,12,36,16,29,51,21,11,16,6,2
2023-08-02,34,7,6,6,24,2,45,52,25,11,27,18,31,27,15,11,17,4,5
2023-08-03,1,3,5,4,1,7,34,27,24,19,16,14,32,44,26,9,17,7,4
2023-08-04,7,6,6,17,7,4,66,45,25,24,35,17,18,34,24,5,46,33,3
2023-08-05,21,7,6,8,5,4,29,50,29,22,24,14,31,33,19,8,19,11,6
2023-08-06,16,14,5,9,9,1,27,21,32,27,33,20,18,29,22,7,30,6,1
2023-08-07,32,8,6,28,10,3,20,28,28,21,21,10,59,38,20,43,10,7,32
2023-08-08,31,6,6,8,10,3,30,33,17,24,21,7,12,33,16,8,6,31,8
2023-08-09,1,5,39,42,5,1,32,52,28,18,19,10,22,37,19,10,10,12,3
2023-08-10,28,10,4,1,7,1,36,33,36,20,22,15,18,31,12,9,10,5,3
2023-08-11,9,9,4,5,9,2,32,38,59,20,24,10,17,38,24,8,10,7,9
2023-08-12,1,8,8,6,3,4,25,47,12,25,50,11,20,35,22,10,11,38,6
2023-08-13,4,10,3,5,5,3,47,34,22,26,46,8,21,31,77,11,43,12,8
2023-08-14,1,4,3,8,12,61,44,21,21,26,20,15,28,45,24,8,13,25,11
2023-08-15,1,10,3,14,3,7,31,50,20,19,23,14,47,50,22,7,15,39,5
2023-08-16,1,6,6,2,7,5,37,24,18,23,19,9,29,33,76,17,13,11,2
2023-08-17,29,7,2,3,9,18,27,21,18,28,15,33,12,35,23,8,12,9,2
2023-08-18,1,3,7,1,9,3,28,48,17,14,35,20,18,47,15,8,17,5,5
2023-08-19,48,5,3,45,38,33,27,24,14,46,29,8,21,31,19,7,24,7,6
2023-08-20,1,9,2,5,6,5,93,24,21,18,22,8,22,29,19,6,14,12,11
2023-08-21,1,10,10,8,12,1,29,61,18,16,26,10,21,56,21,11,17,9,7
2023-08-22,24,7,3,5,10,2,27,16,10,15,28,11,22,45,31,11,22,4,8
2023-08-23,1,6,1,28,7,36,38,24,14,41,18,13,44,30,18,14,14,5,7
2023-08-24,1,12,1,7,11,2,24,25,13,25,17,12,13,26,26,13,10,8,3
2023-08-25,1,33,4,8,4,2,28,14,20,28,19,7,16,27,26,8,13,10,4
2023-08-26,1,11,6,16,4,5,30,23,14,18,30,16,17,33,58,12,18,17,4
2023-08-27,1,11,2,10,5,3,25,21,12,19,28,13,23,34,94,9,10,10,9
2023-08-28,3,13,37,37,2,41,34,29,20,14,35,14,21,61,21,10,11,38,3
2023-08-29,2,12,2,15,9,2,25,20,22,12,21,9,14,41,25,7,16,3,3
2023-08-30,1,31,2,8,8,5,55,19,17,15,23,13,25,44,42,14,15,21,1
2023-08-31,1,26,1,4,7,3,61,19,20,21,17,19,48,47,20,12,29,36,1
2023-09-01,19,8,1,1,35,5,55,14,11,42,24,12,23,78,26,9,13,12,3
2023-09-02,3,6,3,2,2,5,20,22,22,18,14,12,24,51,26,6,12,5,5
2023-09-03,1,15,4,5,9,2,35,28,20,27,21,14,27,62,25,6,16,3,2
2023-09-04,29,12,2,21,4,3,46,29,14,23,27,15,30,55,53,14,20,42,4
2023-09-05,2,9,5,62,43,1,30,25,16,13,18,13,25,35,24,14,13,7,31
2023-09-06,3,8,3,40,8,3,32,26,14,17,23,11,23,46,48,11,53,14,5
2023-09-07,36,11,7,16,11,1,33,23,17,58,22,9,24,32,17,7,15,35,5
2023-09-08,27,1,6,50,6,38,25,13,16,52,19,8,16,25,40,7,12,23,39
2023-09-09,24,8,3,21,3,1,30,40,17,12,17,10,22,68,17,6,15,9,4
2023-09-10,1,5,2,20,68,5,39,53,23,23,21,10,26,36,19,15,17,14,2
2023-09-11,1,8,3,19,18,2,35,20,15,26,23,12,13,33,15,5,19,19,1
2023-09-12,34,6,5,5,8,4,31,15,23,17,27,10,21,26,19,11,20,10,1
2023-09-13,4,6,5,10,15,3,20,22,16,23,20,12,18,22,16,14,13,14,5
2023-09-14,2,7,2,15,33,32,27,19,17,14,14,12,68,36,18,12,43,31,1
2023-09-15,2,8,4,13,12,6,19,23,20,20,21,8,20,36,16,15,29,12,3
2023-09-16,30,9,3,10,34,3,35,24,52,17,18,8,15,21,25,6,8,14,1
2023-09-17,1,42,4,16,6,5,27,24,53,35,23,7,27,34,24,10,18,20,2
2023-09-18,1,8,3,13,30,12,20,17,50,26,25,9,45,40,42,14,41,12,38
2023-09-19,1,6,8,5,12,33,18,42,51,21,39,9,35,42,12,13,29,10,5
2023-09-20,31,7,1,13,2,2,28,31,50,13,17,9,18,26,12,7,27,9,3
2023-09-21,2,4,6,10,3,2,15,13,27,15,29,6,17,18,30,5,20,5,36
2023-09-22,4,7,4,6,3,4,25,26,25,13,27,32,26,25,16,14,20,13,4
2023-09-23,8,8,5,13,4,1,23,17,23,14,52,5,21,75,15,9,41,6,2
2023-09-24,1,11,3,8,9,2,59,41,27,22,23,12,38,30,16,5,26,6,3
2023-09-25,17,20,38,34,4,36,25,25,33,25,20,11,27,32,29,8,20,12,4
2023-09-26,4,23,2,35,3,5,15,23,24,24,49,11,29,33,38,36,12,3,3
2023-09-27,1,10,7,4,17,5,26,18,14,26,17,14,15,35,78,7,19,7,39
2023-09-28,1,5,6,12,3,5,16,39,78,19,29,5,25,34,42,4,16,9,2
2023-09-29,2,8,3,7,6,5,26,46,42,59,21,9,19,31,25,5,15,3,33
2023-09-30,36,16,3,29,14,2,23,46,23,58,27,14,19,28,28,11,13,24,27
2023-10-01,26,11,6,8,46,4,22,58,24,25,48,10,24,28,25,6,12,17,2
2023-10-02,1,11,3,10,30,7,20,36,24,45,28,2,23,50,18,6,12,30,4
2023-10-03,1,5,4,5,11,2,26,44,22,20,21,5,26,37,24,6,11,11,3
2023-10-04,1,12,4,5,2,30,35,39,42,22,13,9,18,33,26,29,10,25,1
2023-10-05,47,14,1,29,6,4,34,42,21,22,34,9,24,39,33,8,17,35,2
2023-10-06,1,7,5,32,5,1,55,30,19,28,29,8,25,36,12,6,18,16,19
2023-10-07,2,4,2,7,35,16,20,74,21,25,28,20,24,34,16,8,13,7,3
2023-10-08,1,15,4,3,6,2,54,30,23,12,25,5,32,27,23,39,18,11,4
2023-10-09,40,9,8,2,14,2,25,28,25,11,20,12,33,31,14,7,18,7,3
2023-10-10,1,9,18,4,9,2,28,25,20,22,19,4,20,20,16,7,14,9,2
2023-10-11,1,63,7,5,50,1,17,57,33,18,36,5,41,51,21,15,22,6,1
2023-10-12,5,8,3,8,5,9,33,42,30,49,20,14,11,32,50,8,9,20,2
2023-10-13,33,11,11,7,2,1,18,55,35,0,17,13,21,30,24,27,11,36,4
2023-10-14,2,11,5,3,7,5,27,24,17,90,30,13,16,38,25,12,12,12,2
2023-10-15,33,8,3,3,12,2,37,27,29,77,26,7,55,40,21,8,16,18,1
2023-10-16,1,9,6,7,9,5,28,29,36,52,32,11,25,34,19,8,22,25,5
2023-10-17,56,21,2,7,5,32,32,28,15,19,29,33,16,44,18,10,22,15,12
2023-10-18,4,44,7,1,3,4,46,29,16,41,24,19,18,41,30,4,11,14,1
2023-10-19,2,13,32,20,48,66,23,18,18,24,27,46,18,45,18,22,26,7,1
2023-10-20,1,13,7,8,24,67,29,66,8,28,28,7,15,48,21,6,13,53,4
2023-10-21,9,8,3,8,14,3,25,25,15,22,14,4,20,33,22,7,9,15,3
2023-10-22,1,8,4,1,4,2,31,23,32,19,28,10,26,40,26,15,14,39,2
2023-10-23,1,9,2,3,34,1,32,15,20,29,33,15,19,33,15,8,22,5,3
2023-10-24,2,5,1,5,15,2,29,24,19,19,23,8,22,27,15,13,11,9,1
2023-10-25,12,11,2,3,9,38,25,17,18,18,33,6,44,20,15,12,14,33,4
2023-10-26,1,5,2,6,8,3,23,16,19,62,50,7,17,25,15,10,6,6,3
2023-10-27,1,7,2,2,9,1,33,19,18,22,77,6,10,27,19,2,16,8,3
2023-10-28,5,8,3,7,4,2,12,22,11,16,26,7,56,32,19,6,11,31,9
2023-10-29,34,10,1,11,4,4,29,14,14,37,29,11,36,34,24,9,20,7,1
2023-10-30,2,7,40,5,5,1,32,17,17,16,27,7,18,30,12,9,11,6,3
2023-10-31,37,5,2,31,5,31,31,16,52,21,30,13,19,23,17,12,14,6,2
2023-11-01,1,7,2,6,7,4,21,7,10,16,28,9,18,22,47,9,14,4,36
2023-11-02,1,6,4,3,7,1,22,15,20,15,26,5,16,33,23,2,9,9,3
2023-11-03,30,28,1,15,28,3,13,14,10,20,22,4,16,23,19,7,11,6,17
2023-11-04,1,6,2,7,13,2,19,38,14,28,16,9,9,20,12,14,13,3,3
2023-11-05,1,7,3,3,7,1,22,56,18,20,19,47,44,32,28,12,20,12,2
2023-11-06,24,10,1,28,11,1,35,15,12,21,28,12,19,33,36,13,17,8,2
2023-11-07,1,9,2,1,5,2,21,19,17,13,27,8,13,24,22,6,15,5,2
2023-11-08,12,9,2,4,5,3,33,17,10,23,24,4,7,20,22,14,16,11,5
2023-11-09,5,2,3,2,7,5,23,11,20,18,21,9,20,30,19,8,19,9,5
2023-11-10,2,6,2,3,6,3,22,20,20,8,25,61,22,18,20,5,17,7,1
2023-11-11,26,3,1,1,2,5,14,16,10,17,15,5,13,34,28,8,31,6,2
2023-11-12,14,13,5,11,5,33,21,11,17,14,16,9,25,27,20,13,32,9,3
2023-11-13,1,7,4,2,9,40,21,19,16,19,17,10,27,44,22,11,29,12,7
2023-11-14,1,3,1,3,2,4,22,19,14,20,20,18,35,33,23,13,20,10,1
2023-11-15,1,4,2,4,10,2,16,19,12,8,29,11,22,22,13,9,15,9,3
2023-11-16,2,4,3,9,11,2,15,26,16,15,18,10,10,25,16,12,20,5,2
2023-11-17,1,3,1,5,5,21,13,17,11,14,20,7,17,25,18,4,16,7,1
2023-11-18,1,5,1,4,7,1,24,11,11,30,42,6,22,18,22,4,33,6,33
2023-11-19,33,8,2,3,4,6,24,20,18,33,33,6,19,22,15,12,23,41,33
2023-11-20,1,9,4,8,9,2,29,14,13,16,17,10,14,30,13,9,10,8,64
2023-11-21,1,2,2,3,10,2,26,15,13,21,24,13,13,27,21,10,13,7,1
2023-11-22,6,4,3,6,11,1,22,45,13,18,19,10,25,31,17,6,11,6,1
2023-11-23,30,5,4,6,5,2,22,11,17,19,26,9,16,21,17,11,18,12,2
2023-11-24,1,5,36,7,9,3,22,15,15,12,25,6,22,16,12,9,18,9,1
2023-11-25,2,5,4,9,2,3,30,11,18,25,20,7,21,25,12,7,12,17,35
2023-11-26,1,6,5,21,5,1,34,19,10,23,24,11,26,26,18,6,13,34,1
2023-11-27,1,14,2,10,8,1,25,13,12,22,20,12,18,26,23,6,14,11,2
2023-11-28,1,12,3,15,3,1,13,51,11,17,16,6,40,26,11,10,14,10,3
2023-11-29,1,5,3,7,8,2,22,16,19,14,29,10,15,21,24,9,20,5,4
2023-11-30,22,10,1,3,13,1,25,47,8,22,25,13,20,23,17,9,16,5,1
2023-12-01,12,10,9,6,4,2,25,3,12,16,26,8,16,31,22,9,18,16,2
2023-12-02,2,4,2,9,8,3,28,18,9,12,18,9,19,22,17,9,15,20,1
2023-12-03,2,5,6,5,7,3,33,14,11,16,54,9,75,40,18,16,67,12,2
2023-12-04,4,6,5,3,4,3,17,21,20,23,19,8,29,24,19,7,20,17,1
2023-12-05,19,5,5,5,7,34,28,20,15,19,17,12,18,31,20,12,26,19,1
2023-12-06,27,3,5,5,11,3,21,9,8,21,20,9,18,32,10,9,22,16,3
2023-12-07,0,8,36,2,3,2,26,21,15,16,23,7,22,30,14,8,26,14,6
