date,Dire Straits,Eric Clapton,Mazzy Star,Neil Young,Oasis,Olivia Ong,The Beatles,The Stone Roses,Teenage Fanclub,Sunset Rollercoaster,Cigarettes After Sex,Summer Salt
2022-10-19,0,0,0,0,0,0,2,2,0,0,0,0
2022-10-20,0,0,0,0,0,0,2,0,0,0,0,0
2022-10-21,0,0,0,1,2,0,0,0,0,0,0,0
2022-10-22,0,0,0,0,3,0,2,0,0,0,0,0
2022-10-23,1,0,1,2,2,0,4,0,0,0,0,0
2022-10-24,0,0,0,0,0,0,1,0,0,0,0,0
2022-10-25,0,1,0,2,2,0,2,0,0,1,0,0
2022-10-26,0,0,0,0,2,1,6,0,0,2,1,0
2022-10-27,1,2,0,0,1,0,3,0,0,0,0,0
2022-10-28,1,0,0,0,0,0,4,0,0,0,0,0
2022-10-29,0,0,1,0,0,0,4,0,0,0,0,0
2022-10-30,0,1,0,0,1,0,2,0,0,0,0,0
2022-10-31,0,0,0,0,1,0,1,0,0,0,0,0
2022-11-01,0,0,0,1,1,0,2,0,0,1,0,0
2022-11-02,0,0,0,0,0,0,0,0,0,0,1,0
2022-11-03,0,0,0,0,2,0,2,0,0,0,0,0
2022-11-04,1,0,0,1,0,0,0,1,0,0,1,0
2022-11-05,0,1,0,0,2,0,2,1,0,0,0,0
2022-11-06,0,1,0,1,2,0,1,0,0,1,0,0
2022-11-07,0,1,0,0,0,0,0,0,0,0,1,0
2022-11-08,1,0,0,0,2,0,2,0,0,1,0,0
2022-11-09,1,1,0,1,1,0,2,1,0,0,0,0
2022-11-10,0,0,0,0,0,1,0,0,0,0,1,0
2022-11-11,1,0,0,0,1,0,4,1,0,2,0,0
2022-11-12,0,1,0,1,0,0,2,0,0,1,0,0
2022-11-13,0,0,0,1,0,0,3,0,0,0,0,0
2022-11-14,0,0,0,1,0,0,2,0,0,0,0,0
2022-11-15,0,0,0,0,1,0,3,0,0,0,0,0
2022-11-16,0,0,0,0,2,0,3,0,0,0,0,0
2022-11-17,1,0,0,0,1,0,4,0,0,0,0,0
2022-11-18,0,0,0,0,1,0,2,0,0,0,0,0
2022-11-19,1,0,0,0,4,0,3,0,0,1,0,0
2022-11-20,0,1,0,0,0,0,4,1,0,0,0,0
2022-11-21,0,1,0,0,1,0,4,0,0,2,0,0
2022-11-22,0,1,0,0,1,0,6,0,0,0,0,0
2022-11-23,0,0,0,1,0,0,4,0,0,0,0,0
2022-11-24,0,1,0,0,1,0,0,0,0,1,0,0
2022-11-25,0,0,0,1,0,0,4,1,0,0,0,0
2022-11-26,0,0,0,1,1,0,1,0,0,0,2,0
2022-11-27,0,1,0,0,1,0,1,0,0,0,0,0
2022-11-28,1,0,0,0,0,0,4,0,0,0,1,0
2022-11-29,0,1,1,0,0,0,4,0,0,0,0,0
2022-11-30,0,0,0,0,0,1,3,0,0,0,1,0
2022-12-01,0,0,0,0,1,0,2,0,0,0,0,0
2022-12-02,0,0,0,0,1,0,4,0,0,0,0,0
2022-12-03,0,1,1,0,1,0,3,0,0,0,0,0
2022-12-04,0,0,0,0,1,0,3,0,0,0,1,0
2022-12-05,0,0,0,1,2,0,4,0,0,1,1,0
2022-12-06,0,0,0,0,1,0,3,1,0,0,1,0
2022-12-07,0,0,1,0,1,0,2,0,0,0,0,0
2022-12-08,0,0,0,0,0,0,2,0,0,0,0,0
2022-12-09,0,1,0,0,1,0,3,0,0,0,0,0
2022-12-10,0,0,0,0,1,0,2,2,0,0,1,0
2022-12-11,1,1,0,0,2,0,2,0,0,0,1,0
2022-12-12,0,0,1,0,1,0,4,0,0,0,1,0
2022-12-13,0,0,0,0,0,1,1,2,0,0,0,0
2022-12-14,1,0,0,0,0,0,4,0,0,0,0,0
2022-12-15,1,1,0,0,0,0,1,1,0,0,0,0
2022-12-16,0,0,0,1,4,0,5,0,0,0,1,0
2022-12-17,0,0,2,1,4,0,6,1,0,0,1,0
2022-12-18,2,0,0,0,1,0,1,0,0,0,0,0
2022-12-19,0,0,0,0,0,0,3,0,0,0,0,0
2022-12-20,0,0,0,0,0,0,4,1,0,0,0,0
2022-12-21,0,0,0,1,2,0,1,0,0,0,1,0
2022-12-22,2,0,0,0,0,0,1,0,0,0,0,0
2022-12-23,1,0,0,0,1,0,2,0,0,0,0,0
2022-12-24,0,1,0,0,1,0,3,0,0,0,0,0
2022-12-25,0,0,0,0,3,0,2,0,0,0,0,0
2022-12-26,0,0,0,0,0,0,5,0,0,0,2,0
2022-12-27,2,0,0,1,0,0,3,0,0,0,0,0
2022-12-28,0,1,0,0,1,0,5,0,0,0,1,0
2022-12-29,0,0,0,0,0,0,7,0,0,0,1,0
2022-12-30,0,0,0,0,2,0,4,2,0,0,0,1
2022-12-31,1,1,0,0,0,0,4,0,0,0,0,0
2023-01-01,0,0,0,0,1,0,4,2,0,0,2,0
2023-01-02,0,0,0,0,1,0,3,0,0,0,0,0
2023-01-03,1,0,1,0,1,0,3,0,0,0,0,0
2023-01-04,0,1,0,0,2,0,6,0,0,0,0,0
2023-01-05,0,0,0,1,0,0,3,0,0,1,0,0
2023-01-06,2,1,0,0,1,0,1,0,0,0,0,0
2023-01-07,1,1,0,0,0,0,3,2,0,0,0,0
2023-01-08,0,0,0,0,1,0,2,0,0,0,1,0
2023-01-09,0,0,0,0,0,0,4,1,0,0,0,0
2023-01-10,0,0,0,0,1,0,5,0,0,0,0,0
2023-01-11,0,2,0,0,0,0,6,0,0,0,0,0
2023-01-12,1,1,1,1,3,0,4,0,0,0,0,1
2023-01-13,0,0,0,1,2,0,4,0,0,1,1,1
2023-01-14,0,1,0,0,0,0,7,0,0,0,0,0
2023-01-15,0,0,0,1,4,0,4,0,0,0,0,0
2023-01-16,1,1,0,0,2,0,2,0,0,0,0,0
2023-01-17,1,0,0,1,0,0,6,0,0,0,0,0
2023-01-18,1,1,0,0,0,0,2,0,0,0,0,0
2023-01-19,0,0,0,0,3,0,3,0,0,0,0,0
2023-01-20,1,0,0,0,4,0,5,1,0,1,0,0
2023-01-21,0,0,0,0,2,0,2,1,0,0,1,0
2023-01-22,0,0,0,1,2,0,4,0,0,0,1,0
2023-01-23,0,1,0,0,1,0,8,0,0,0,0,0
2023-01-24,0,1,0,0,2,0,8,1,0,0,0,0
2023-01-25,1,0,0,1,3,0,4,0,0,0,0,0
2023-01-26,1,0,0,1,2,0,5,0,0,0,2,0
2023-01-27,0,0,0,0,1,0,4,0,0,0,1,0
2023-01-28,0,0,0,0,3,0,4,0,0,0,0,0
2023-01-29,0,1,0,0,2,0,3,0,0,0,0,0
2023-01-30,0,0,0,1,3,0,1,0,0,0,1,0
2023-01-31,1,0,0,0,6,0,0,0,0,0,0,0
2023-02-01,0,0,0,0,0,0,0,0,0,0,2,0
2023-02-02,0,1,0,0,1,1,11,2,0,0,0,1
2023-02-03,0,0,0,0,2,0,1,1,0,0,0,0
2023-02-04,0,0,0,0,3,0,2,0,0,0,0,0
2023-02-05,0,0,0,0,3,0,5,0,0,0,2,0
2023-02-06,0,0,0,0,1,0,4,0,0,0,0,0
2023-02-07,1,0,0,0,3,0,4,0,0,0,1,0
2023-02-08,0,0,0,0,1,0,1,0,0,0,0,0
2023-02-09,0,2,0,1,3,1,1,0,0,0,1,0
2023-02-10,1,0,0,0,1,0,3,0,0,0,0,1
2023-02-11,0,0,0,1,1,0,2,0,0,0,1,0
2023-02-12,2,1,0,0,2,0,4,0,0,0,0,0
2023-02-13,0,0,0,1,4,0,3,0,0,0,0,0
2023-02-14,1,0,0,0,0,0,1,0,0,0,0,0
2023-02-15,0,0,0,0,0,0,2,0,0,1,0,0
2023-02-16,0,0,0,0,2,0,4,0,0,0,1,0
2023-02-17,0,1,0,0,0,0,0,0,0,0,0,0
2023-02-18,1,0,0,0,10,0,5,0,0,0,1,0
2023-02-19,0,0,0,0,1,0,5,1,0,0,0,1
2023-02-20,0,1,0,0,1,0,3,0,0,1,0,0
2023-02-21,1,0,0,0,3,0,3,0,0,0,0,0
2023-02-22,1,0,0,0,1,0,3,0,0,1,0,1
2023-02-23,1,0,0,0,3,0,3,1,0,0,0,0
2023-02-24,1,1,0,0,4,0,2,0,0,1,0,0
2023-02-25,0,1,1,0,3,1,3,0,0,0,0,0
2023-02-26,1,2,0,0,4,0,3,0,0,1,0,0
2023-02-27,0,0,1,0,1,0,2,1,0,0,0,0
2023-02-28,0,0,0,0,3,0,2,0,0,0,0,0
2023-03-01,0,0,0,0,1,0,2,0,0,0,1,0
2023-03-02,0,0,0,0,0,0,0,0,0,0,0,0
2023-03-03,1,0,0,0,2,0,3,1,3,0,1,0
2023-03-04,0,0,0,0,1,0,3,1,0,0,1,0
2023-03-05,2,0,0,0,2,0,6,0,0,0,1,0
2023-03-06,0,0,0,1,1,1,0,0,0,0,0,0
2023-03-07,0,0,0,0,1,0,1,0,0,0,1,0
2023-03-08,0,0,0,0,2,0,3,0,0,0,0,0
2023-03-09,0,0,0,0,1,0,1,0,0,0,0,0
2023-03-10,0,1,0,0,0,0,2,0,0,1,0,0
2023-03-11,1,0,0,1,5,0,2,0,0,0,0,0
2023-03-12,0,1,0,0,5,0,1,1,0,0,0,0
2023-03-13,0,0,0,0,1,0,1,0,0,0,0,0
2023-03-14,0,0,0,0,0,0,3,0,0,0,0,0
2023-03-15,0,0,0,0,1,0,2,0,0,0,1,0
2023-03-16,0,0,0,0,1,0,2,1,0,0,0,0
2023-03-17,0,1,0,0,1,0,3,0,0,0,0,0
2023-03-18,0,0,0,0,1,0,3,0,0,0,0,0
2023-03-19,1,2,0,0,2,0,4,1,0,0,0,0
2023-03-20,0,0,0,0,2,1,3,0,0,0,0,0
2023-03-21,0,0,0,0,3,0,2,0,1,0,0,0
2023-03-22,0,0,0,0,2,0,3,0,0,0,0,0
2023-03-23,1,1,0,0,3,0,1,0,0,0,0,0
2023-03-24,0,1,0,0,2,0,4,1,0,0,1,0
2023-03-25,0,0,0,1,3,0,2,0,0,0,0,0
2023-03-26,0,2,0,0,2,0,2,1,0,0,1,0
2023-03-27,0,0,0,1,0,0,0,0,0,0,1,0
2023-03-28,0,0,0,0,3,0,2,0,0,0,1,0
2023-03-29,0,0,0,0,1,0,3,0,0,0,0,0
2023-03-30,0,0,0,0,0,0,1,0,0,0,0,0
2023-03-31,1,0,0,0,2,0,6,0,0,0,1,0
2023-04-01,0,1,0,0,2,0,2,0,0,0,1,0
2023-04-02,0,1,0,0,3,0,5,0,0,0,1,0
2023-04-03,0,0,0,0,0,0,6,0,0,1,0,0
2023-04-04,1,0,0,1,3,0,3,0,0,0,0,0
2023-04-05,0,1,0,0,4,0,6,0,0,1,2,0
2023-04-06,0,1,0,0,2,0,3,1,0,1,1,0
2023-04-07,0,0,0,0,4,0,1,0,0,0,0,0
2023-04-08,0,0,0,0,3,0,2,0,0,0,0,0
2023-04-09,0,0,0,0,2,0,3,0,0,0,0,0
2023-04-10,0,1,0,0,0,0,1,0,0,0,0,0
2023-04-11,0,0,0,0,0,0,2,0,0,0,0,0
2023-04-12,0,0,0,1,5,0,2,0,0,0,0,0
2023-04-13,0,0,0,0,0,0,2,0,0,0,0,0
2023-04-14,0,0,0,0,2,0,4,0,0,0,0,0
2023-04-15,1,1,0,0,3,0,1,0,0,0,0,0
2023-04-16,1,1,0,0,2,0,3,2,0,1,0,0
2023-04-17,0,0,0,0,1,0,3,0,0,1,0,0
2023-04-18,0,0,2,1,2,0,5,0,0,0,0,0
2023-04-19,0,0,0,0,1,0,1,1,0,0,0,0
2023-04-20,0,0,0,0,1,0,1,0,0,0,0,0
2023-04-21,0,1,0,0,2,0,2,0,0,0,0,0
2023-04-22,1,0,0,1,0,0,4,1,0,0,0,0
2023-04-23,0,1,0,0,5,0,3,0,0,0,0,0
2023-04-24,0,0,1,0,0,0,0,0,0,0,0,0
2023-04-25,0,0,0,0,4,0,4,0,0,0,0,0
2023-04-26,1,0,0,0,1,0,0,0,0,0,0,0
2023-04-27,0,0,0,0,3,0,2,0,0,0,0,0
2023-04-28,1,0,0,0,3,0,0,0,0,0,0,1
2023-04-29,0,0,0,0,0,0,0,0,0,0,0,0
2023-04-30,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-01,1,2,70,0,8,0,8,2,0,0,0,0
2023-05-02,37,35,0,33,1,0,1,35,35,49,0,0
2023-05-03,62,0,0,1,2,35,30,15,69,36,27,67
2023-05-04,34,0,74,17,2,0,59,0,0,63,62,68
2023-05-05,33,0,0,32,1,33,35,34,0,1,0,0
2023-05-06,1,62,20,25,1,5,2,21,33,26,1,35
2023-05-07,4,2,35,35,3,1,1,11,70,16,11,35
2023-05-08,12,31,34,33,2,32,2,11,1,1,34,1
2023-05-09,2,32,35,35,2,32,4,16,1,35,25,26
2023-05-10,34,1,34,35,2,35,3,69,70,51,35,63
2023-05-11,32,30,33,7,1,35,3,30,1,39,2,56
2023-05-12,45,66,65,28,34,32,3,35,31,34,34,33
2023-05-13,33,14,36,34,3,32,4,2,1,32,32,4
2023-05-14,30,35,33,1,39,5,2,12,50,13,35,36
2023-05-15,32,8,13,35,34,21,2,17,35,32,1,68
2023-05-16,65,1,34,1,2,35,3,33,34,0,2,58
2023-05-17,33,1,32,33,31,61,9,4,31,54,35,43
2023-05-18,27,88,31,33,1,1,38,1,35,1,28,5
2023-05-19,53,1,25,32,1,32,34,33,41,32,34,34
2023-05-20,1,8,34,34,2,24,11,1,38,2,34,3
2023-05-21,1,33,32,29,5,17,7,32,35,34,1,78
2023-05-22,8,1,34,32,39,30,1,33,34,1,31,24
2023-05-23,1,34,1,10,51,40,2,33,34,64,34,66
2023-05-24,33,33,2,62,9,1,1,1,0,1,32,30
2023-05-25,32,0,1,28,3,5,4,31,0,1,29,32
2023-05-26,1,56,1,35,1,9,20,31,35,33,1,33
2023-05-27,33,39,16,34,1,1,1,32,35,30,28,12
2023-05-28,2,1,10,11,2,34,2,1,32,0,35,10
2023-05-29,1,1,1,28,3,3,5,1,32,31,32,41
2023-05-30,29,64,24,30,32,16,1,32,30,0,33,8
2023-05-31,2,28,4,1,1,4,44,35,28,32,42,4
2023-06-01,33,34,32,33,5,24,5,21,0,0,33,2
2023-06-02,1,58,0,31,31,27,4,1,32,2,26,4
2023-06-03,38,75,12,1,2,34,1,22,12,5,28,30
2023-06-04,8,1,10,0,3,0,37,37,29,26,8,7
2023-06-05,0,0,0,0,1,0,2,6,0,28,0,0
2023-06-06,0,1,0,1,37,0,35,0,0,2,0,0
2023-06-07,0,2,0,0,0,0,5,0,30,0,0,0
2023-06-08,1,11,13,3,1,19,1,78,0,13,4,0
2023-06-09,0,34,0,1,1,0,3,0,0,0,0,0
2023-06-10,31,2,28,29,11,34,7,31,35,25,8,1
2023-06-11,31,18,7,10,2,8,32,7,11,1,7,2
2023-06-12,34,19,1,35,3,10,5,32,35,11,33,33
2023-06-13,32,63,26,28,4,32,66,4,1,2,54,3
2023-06-14,28,33,49,29,1,32,1,24,32,1,3,15
2023-06-15,1,1,35,58,2,30,2,34,34,33,36,1
2023-06-16,1,35,6,32,1,1,2,30,34,63,1,2
2023-06-17,25,17,1,30,2,34,4,48,34,31,31,32
2023-06-18,34,1,35,1,1,43,1,1,31,25,13,1
2023-06-19,1,61,1,21,4,1,1,28,27,1,1,35
2023-06-20,30,0,10,26,2,30,1,34,27,33,2,6
2023-06-21,35,26,55,1,26,29,2,35,3,25,1,35
2023-06-22,21,1,1,27,1,29,37,4,4,30,26,32
2023-06-23,29,33,30,29,1,44,1,34,26,1,6,16
2023-06-24,1,1,31,19,1,1,2,22,1,1,34,33
2023-06-25,30,24,31,2,16,25,4,24,33,1,34,20
2023-06-26,26,24,28,1,4,32,1,35,27,26,0,49
2023-06-27,45,32,1,4,3,35,4,30,2,1,30,0
2023-06-28,25,1,30,1,3,2,7,4,32,33,1,13
2023-06-29,1,6,24,11,1,5,26,9,21,37,28,8
2023-06-30,33,0,2,6,3,35,1,31,9,2,49,28
2023-07-01,1,8,0,43,4,5,2,7,29,1,30,28
2023-07-02,31,12,17,1,3,32,34,22,15,27,1,2
2023-07-03,8,30,26,1,36,4,43,31,23,1,25,6
2023-07-04,30,35,1,22,1,1,35,46,26,1,21,54
2023-07-05,21,5,11,2,29,1,4,1,29,3,1,2
2023-07-06,6,13,17,24,1,31,1,35,15,57,20,24
2023-07-07,6,2,33,35,3,5,4,1,30,6,35,24
2023-07-08,1,12,2,29,5,23,3,1,27,1,1,23
2023-07-09,54,32,33,21,2,12,2,1,1,58,5,29
2023-07-10,23,30,8,27,29,3,2,8,35,1,4,34
2023-07-11,31,16,33,1,1,17,40,26,43,29,10,22
2023-07-12,2,20,1,23,2,0,6,30,20,1,33,35
2023-07-13,20,1,5,5,1,1,1,1,6,1,1,4
2023-07-14,18,1,1,32,34,21,5,24,6,4,1,7
2023-07-15,1,7,3,1,5,5,4,2,27,1,7,0
2023-07-16,22,32,4,7,1,24,14,29,33,58,20,29
2023-07-17,18,22,1,9,25,0,3,32,3,0,35,0
2023-07-18,24,2,33,34,1,5,8,28,4,29,35,8
2023-07-19,4,6,23,7,3,9,1,16,31,1,4,2
2023-07-20,1,30,29,31,1,32,5,8,1,1,1,23
2023-07-21,1,1,26,1,8,32,3,1,1,32,0,12
2023-07-22,11,1,4,9,2,1,6,1,16,0,1,3
2023-07-23,1,2,31,1,1,26,5,7,25,1,35,25
2023-07-24,30,8,7,25,2,0,1,1,5,1,1,32
2023-07-25,23,1,25,34,2,3,43,9,34,6,29,33
2023-07-26,1,32,5,1,1,31,4,2,2,0,30,1
2023-07-27,34,2,4,29,1,31,3,17,24,2,34,29
2023-07-28,64,1,31,26,1,7,1,1,1,0,0,48
2023-07-29,36,1,35,1,1,0,6,4,13,1,55,36
2023-07-30,2,1,1,1,1,7,5,0,26,1,24,0
2023-07-31,17,1,54,1,2,10,5,4,35,2,26,30
2023-08-01,1,1,33,26,44,1,3,5,28,0,22,22
2023-08-02,18,1,1,31,1,30,3,43,1,25,35,16
2023-08-03,10,1,3,1,1,5,3,17,31,29,1,0
2023-08-04,1,33,33,2,1,23,1,9,2,36,1,8
2023-08-05,1,2,20,15,27,11,4,2,2,1,17,18
2023-08-06,6,24,33,1,27,5,3,4,34,23,1,35
2023-08-07,27,13,15,19,36,11,1,26,31,31,2,2
2023-08-08,31,1,28,1,43,7,2,1,4,28,17,26
2023-08-09,1,4,1,1,1,33,10,33,34,52,1,1
2023-08-10,60,29,1,6,4,2,6,1,1,1,2,14
2023-08-11,25,1,0,18,4,33,5,29,25,2,4,27
2023-08-12,2,10,26,19,2,10,3,0,26,20,31,34
2023-08-13,36,8,7,5,3,7,4,19,28,32,30,34
2023-08-14,44,28,26,32,2,7,6,1,34,35,31,3
2023-08-15,19,32,33,2,4,8,9,1,0,30,19,20
2023-08-16,27,1,18,23,2,30,5,1,3,22,23,24
2023-08-17,32,23,2,8,1,16,33,21,11,25,1,25
2023-08-18,17,49,4,12,3,29,6,1,32,1,33,11
2023-08-19,31,1,1,3,2,53,2,14,22,28,15,10
2023-08-20,0,0,0,0,3,0,2,0,35,23,0,0
